,GroupeEtMention,Titre,Date,Nom du contact,orga du contact,Url,Children,Parent,Fcats,BroAndSisters
786, Zone atelier bassin du Rhône,Cartographie diachronique (1945-2009) des unités paysagères dans les casiers Girardon des Vieux Rhône,2019-08-15T01:15:30,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://ohm-vr.org/', 'http://ohm-vr.org/ftp/Fiche_de_synthese/APR_2013/5.Raepple_ficheCOS.pdf', 'http://onlinelibrary.wiley.com/doi/10.1002/hyp.10361/abstract']",[],[],[],[]
787, Zone atelier Armorique,"Occupation du sol (Pleine-Fougères, 1994) - Zone Atelier Armorique ZAAr",2018-06-13T16:47:17,['nabucet jean'],['LETG-Rennes Costel'],['https://www.osuris.fr/geoserver/zaar/wms'],[],[],"['https://www.osuris.fr/geonetwork/srv/en/cswservice=CSW&request=GetRecordById&version=2.0.2&outputSchema=', 'http://www.isotc211.org/2005/gmd&elementSetName=full&id=870903a7-3b9c-4d1a-9f09-073e092b8875']",[]
788, Zone atelier bassin du Rhône,Caractérisation du pavage du chenal du Rhône,2016-11-10T14:26:44,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://www.graie.org/osr/', 'https://scd-resnum.univ-lyon3.fr/out/theses/2015_out_parrot_e.pdf']",[],"['http://www.graie.org/osr/ ', 'https://scd-resnum.univ-lyon3.fr/out/theses/2015_out_parrot_e.pdf ', 'http://www.graie.org/osr/ ', 'http://www.graie.org/osr/IMG/pdf/2018.01_rapport_final_1.4_v9_drm.pdf ', 'https://www.graie.org/ISRivers/docs/papers/2018/24B41-070VAZ.pdf ', 'https://www.sciencedirect.com/science/article/pii/S0048969718349532']",[],[]
789, Zone atelier Armorique,"Occupation parcellaire (Pleine-Fougères, Zone D, 1978) - Zone Atelier Armorique ZAAr",2018-06-14T15:10:53,['Jean Nabucet'],['LETG-RENNES UMR 6554 CNRS Université de Rennes 2'],['https://www.osuris.fr/geoserver/ecobio/wmsservice=WMS&version=1.1.0&request=GetMap&layers=ecobio:Ocsol_ACD_1978&styles=&bbox=360559.569501498666838607.492862379367517.5843034416846375.826998803&width=458&height=512&srs=EPSG:2154&format=application/openlayers'],[],[],[],[]
790, Zone atelier Loire,ISS_Loire : Alluvial mid-channel bar fixation by pioneer trees,2014-01-09T15:52:19,['Marc VILLAR'],['INRA'],"['http://www.evoltree.eu/CentralInterface/index.phppart=sharingresources&uid=', 'http://www.evoltree.eu/CentralInterface/index.phppart=sharingresources&uid=', 'http://www.evoltree.eu/CentralInterface/index.phppart=sharingresources&uid=']",[],[],[],[]
791, Zone atelier Brest Iroise,"Trait de côte - Sillon est du Renard, Crozon (Finistère) 1952-2006",2019-03-06T10:10:36Z,['Pierre Stephan'],['UMR6554 LETG CNRS'],"['https://tel.archives-ouvertes.fr/file/index/docid/355047/filename/THESE_STEPHAN.pdf', 'https://geomorphologie.revues.org/9416#tocto1n2', 'https://www.univ-brest.fr/digitalAssets/40/40131_Stephan_et-al_Rapport_FRAC-GPN_2012.pdf', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wfs']",[],[],[],[]
792, Zone Atelier Seine,,2020-02-04T12:21:07,['Laurence LESTEL'],['Sorbonne Université - UMR 7619 Metis'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[]
793, Zone atelier Armorique,"Occupation du sol (Pleine-Fougères, 1985) - Zone Atelier Armorique ZAAr",2018-06-11T14:56:04,"['Alcala-Jimenez Tamara', 'Brabant Charlotte', 'Rantier Yann']",['ECOBIO UMR 6553 CNRS Université de Rennes 1ECOBIO UMR 6553 CNRS Université de Rennes 1ECOBIO UMR 6553 CNRS Université de Rennes 1'],['https://www.osuris.fr/geoserver/wfsservice=WFS&version=2.0.0&request=GetFeature&typeName=costel:Vegetation_Layon&outputFormat=SHAPE-ZIP'],[],[],[],[]
794, Zone atelier Armorique,"Communauté des invertébrés benthiques (Pleine-Fougères, 2001-2003) - ZAAr",2019-07-10T14:58:41,"['Christophe Piscart', 'Françoise Le Moal']",['ECOBIO UMR 6553 CNRS Université de Rennes 1ECOBIO UMR 6553 CNRS Université de Rennes 1'],['http://www.osuris.org/geoserver/Ecobio/wmsservice=WMS&version=1.1.0&request=GetMap&layers=Ecobio:Communaute_de_macroinvertebres_benthiques_Pleine_Fougere_200-2003&styles=&bbox=359754.27732980986828170.21365825363795.200736207256837198.317032248&width=229&height=512&srs=EPSG:2154&format=application/openlayers'],[],[],[],[]
795, Zone atelier Alpes,Indicateurs paysagers - ORCHAMP,2018-01-30T19:05:25Z,['Renaud'],['LECA'],['http://leca-bdgis.ujf-grenoble.fr:6080/arcgis/rest/services/ORCHAMP/PaysageOrchamp/MapServer'],[],[],[],[]
796, Zone atelier Armorique,"Abondance relative de micromammifères Doublon 2 (Pleine-Fougères, 2012, ANR OSCAR) - Zone Atelier Armorique ZAAr",2018-06-21T13:46:34,"['Alain Butet', 'Plantard Olivier', 'Françoise Le-Moal', 'Perez Grégoire']",['ECOBIO UMR 6553 CNRS Université de Rennes 1BioEpAR UMR 1300 INRA OnirisECOBIO UMR 6553 CNRS Université de Rennes 1ECOBIO UMR 6553 CNRS Université de Rennes 1'],['http://www.osuris.fr/geonetwork/srv/fre/resources.getuuid=9f7d88d6-bea8-465e-9241-429dc73da984&fname=&access=public'],[],[],[],[]
797, Zone atelier bassin du Rhône,Limites du bassin versant français du Rhône,2016-11-21T16:45:42,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://www.sandre.eaufrance.fr/atlascatalogue/', 'http://www.graie.org/osr/']",[],[],[],[]
798, Zone atelier environnementale urbaine,CARTE : Ile du Rohrschollen en 1778,2018-11-19T12:45:38,['ESCHBACH David'],"['Laboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRAZone Atelier Environnementale UrbaineLaboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRA']","['https://www.datagrandest.fr/geonetwork/srv/fre/catalog.search#/search_uuid=FR-130005457-201808290955-1778_OCS_LIVE_Rohrschollen_L1%20or%20FR-130005457-201808290955-1778_ScanHisto_LIVE_Rohrschollen_L1%20or%20FR-130005457-201808290955-2014_OCS_Limites_Etude_LIVE_Rohrschollen_L1&from=1&to=20', 'https://www.datagrandest.fr/geonetwork/srv/fre/catalog.search#/metadata/FR-130005457-201808290955-2017_Evolution%20diachronique_LIVE_Rohrschollen_L1']",[],[],[],[]
799, Zone Atelier Seine,,2020-01-31T15:14:18,['Laurence LESTEL'],['Sorbonne Université - Metis'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[]
800, Zone atelier Armorique,"Mesures du contrôle biologique en parcelles agricoles FAMRLAND (Ille et Vilaine, 2013-2014) - Zone Atelier Armorique ZAAr",2021-03-19T10:37:19,"['Georges Romain', 'Bertrand Colette', 'Françoise Burel', 'Françoise Le Moal']",['ECOBIO UMR 6553 CNRS Université de Rennes 1BAGAP UMR 0980 INRAE Agrocampus Ouest ESAECOBIO UMR 6553 CNRS Université de Rennes 1ECOBIO UMR 6553 CNRS Université de Rennes 1Zone Atelier Armorique (ZAAr)'],['https://www.osuris.fr/geoserver/ecobio/wms'],[],[],[],[]
801, Zone atelier bassin du Rhône,Données SATESE de la Haute-Saône,2012-09-04T15:07:44,[],[],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
802, Zone atelier bassin du Rhône,Réseau de suivi piézométrique de la nappe du karst jurassique du pli ouest de Montpellier,2012-08-07T15:09:11,[],['D.I.R.E.N. Languedoc-Roussillon'],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
803, Zone atelier Armorique,"Image satellite Quickbird brute (Pleine-Fougères, 08/01/2008) - Zone Atelier Armorique ZAAr",2018-06-14T14:30:07,['Jean Nabucet'],['LETG-RENNES UMR 6554 CNRS Université de Rennes 2'],['http://letg.univ-nantes.fr/fr/laboratoire/4/membre/190'],[],[],[],[]
804, Zone atelier bassin du Rhône,Volumes de sédiments dragués par la CNR (2000-2011),2016-11-18T10:39:01,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],['http://www.graie.org/osr/'],[],[],[],[]
805, Zone atelier Armorique,"Réseau de haies (Pleine-Fougères, site C, 1996) - Zone Atelier Armorique ZAAr",2018-06-14T16:10:15,['nabucet jean'],['LETG-Rennes Costel'],['http://preprod.osuris.org/geoserver/Zone_Atelier_Armorique/wmsservice=WMS&version=1.1.0&request=GetMap&layers=Zone_Atelier_Armorique:haie_96_sitec&styles=&bbox=358904.93756834022.0364067.06256838065.5&width=512&height=401&srs=EPSG:2154&format=application/openlayers'],[],[],"['https://www.osuris.fr/geonetwork/srv/en/cswservice=CSW&request=GetRecordById&version=2.0.2&outputSchema=', 'http://www.isotc211.org/2005/gmd&elementSetName=full&id=5742154d-98ca-46f0-9ba3-8829282de728']",[]
806, Zone atelier bassin du Rhône,RhônEco - Baix-le-Logis-neuf 2010-2018 : Suivi scientifique du programme de restauration hydraulique et écologique du Rhône,2019-05-20T11:25:16,['Jean-Michel OLIVIER'],['UMR 5023 - LEHNA'],['http://restaurationrhone.univ-lyon1.fr'],[],[],[],[]
807, Zone atelier bassin du Rhône,Suivi de l'autosurveillance des installations classées (ICPE) du Doubs,2012-08-08T18:25:36,[],[],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
808, Zone atelier bassin du Rhône,Suivi limnimétrique des eaux superficielles des étangs littoraux de l'Aude,2012-08-09T14:42:04,[],"[""Conseil Général de l'Aude""]",['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
809, Zone atelier Brest Iroise,Modèle numérique de terrain (MNT) de l'île d'Ouessant,2019-02-08T15:56:32Z,['Mathias ROUAN'],['UMR6554 LETG CNRS'],"['https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wcs']",[],[],[],[]
810, Zone atelier arc jurassien,"Chavéria (F-39), Les Monteillers, Tumulus 2",2024-01-01,"['Richard, Hervé', 'Gauthier, Emilie']",['Laboratoire Chrono-environnement (UMR 6249)'],['https://journals.openedition.org/adlfi/26133 Collection: PollenChrono'],[],[],[],[]
811, Zone atelier Brest Iroise,"Suivi pluri-annuel des changements morphologiques de l'île de Banneg (archipel de Molène, Finistère) à partir de modèles numériques de terrain (MNT)",2023-12-27T15:06:34Z,"['Mathias Rouan', 'Serge Suanez']","['UMR LETG 6554 CNRS', 'UMR LETG 6554 CNRS']","['http://norois.revues.org/3224#quotation', 'http://www.sciencedirect.com/science/article/pii/S0037073809001547', 'http://www.sciencedirect.com/science/article/pii/S0025322710003087', 'https://wwz.ifremer.fr/iowaga/content/download/55449/780460/file/Ardhuin_etal_Banneg_WHF2011.pdf', 'https://www.univ-brest.fr/digitalAssets/41/41523_Dodet_et_al_WHF2015.pdf', 'https://cat.indores.fr/geonetwork/srv/api/records/f1c7e6a4-7709-4e10-876e-e1182048514f/attachments/LE_CONQUET_I_2904001.pdf', 'https://cat.indores.fr/geonetwork/srv/api/records/f1c7e6a4-7709-4e10-876e-e1182048514f/attachments/semi_topo_Banneg_2005-2006_Lambert93.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/f1c7e6a4-7709-4e10-876e-e1182048514f/attachments/semi_topo_Banneg_28-04-2008_Lambert93.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/f1c7e6a4-7709-4e10-876e-e1182048514f/attachments/Fiche_pts_calage_Banneg.pdf', 'https://journals.openedition.org/geomorphologie/5793', 'https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2018JC013967', 'https://www.sciencedirect.com/science/article/pii/S0025322716302201via%3Dihub', 'https://www.univ-brest.fr/digitalAssets/40/40000_Fichaut_Suanez_PAB_2007.pdf', 'https://cat.indores.fr/geonetwork/srv/api/records/f1c7e6a4-7709-4e10-876e-e1182048514f/attachments/MNT1_BANNEG_20060607.zip', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wcs', 'https://cat.indores.fr/geonetwork/srv/api/records/f1c7e6a4-7709-4e10-876e-e1182048514f/attachments/MNT1_BANNEG_20080428.zip', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wcs']",[],[],[],[]
812, Zone atelier Brest Iroise,Levé SMF plage de Porsmilin (28 novembre 2008),2019-02-11T18:39:30Z,"[""France Floc'h""]",['IUEM - Institut Universitaire Européen de la Mer'],"['https://portail.indigeo.fr/geoserver/GEOSCIENCES-OCEAN/wms', 'https://portail.indigeo.fr/geoserver/GEOSCIENCES-OCEAN/wcs']",[],[],[],[]
813, Zone atelier arc jurassien,"Stone crushing and plant community diversity in dry calcareous grasslands (old Franche-Comté region, eastern France)",2020-11-12,"['Nicod, Corentin', 'Guyonneau, Julien', 'Vansteelant, Jean-Yves']",['Laboratoire Chrono-environnement (UMR 6249)'],[],[],[],[],[]
814, Zone atelier Pyrénées Garonne,Inventaire des opérations techniques et culturales dans le cadre du projet ECO3VIC,,"['Christel RENAUD-GENTIE', 'A ROUAULT']","['INRAE, ESA, USC GRAPPE', 'INRAE, ESA, USC GRAPPE']","['http://dx.doi.org/10.70112/0PJHB3', 'https://doi.org/10.1007/s11367-019-01684-w', 'https://www.youtube.com/watchv=S8l2bSa5xTU', 'https://vimeo.com/497610488/0b97171e9e_']",[],[],"['http://147.100.164.43:8080/geonetwork/srv/eng/cswservice=CSW&request=GetRecordById&version=2.0.2&outputSchema=', 'http://www.isotc211.org/2005/gmd&elementSetName=full&id=ITK_ICVTech_ICVEnv_ECO3VCic_dsd']",[]
815, Zone atelier Pyrénées Garonne,HYEP Project,2022-05-17T17:09:03Z,"['Thomas HOUET', 'Xavier BRIOTTET', 'Clément MALLET', 'Sébastien GADAL']","['LETG - Univ Rennes 2', 'ONERA', 'IGN', 'Aix-Marseille Université']",[],"['https://zenodo.org/record/3611240/files/Fields_samples.7zdownload=1 ', 'http://idg-tetis-gs.teledetection.fr:8080/geoserver/idg-tetis/wms ', 'https://zenodo.org/record/3611240/files/HySPex-2m.7zdownload=1 ', 'https://zenodo.org/record/3611240/files/HYPXIM-4m.7zdownload=1 ', 'https://zenodo.org/record/3611240/files/HYPXIM-8m.7zdownload=1 ', 'https://zenodo.org/record/3611240/files/Sentinel2-10m.7zdownload=1']",[],[],[]
816, Zone atelier arc jurassien,"Pollen analysis - Arinthod (F-39), Brenet",2017-01-19,"['De Beaulieu, Jacques-Louis', 'Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],[],[],[],[],[]
817, Zone atelier arc jurassien,"Pollen analysis - Clairvaux-les-lacs (F-39), Petit lac",2020-12-01,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],[],[],[],[],[]
818, Zone atelier arc jurassien,"Pollen analysis - Clairvaux-les-lacs (F-39), Transects (water/sediment interface)",2017-01-15,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],['http://www.sudoc.fr/041165667 Collection: PollenChrono'],[],[],[],[]
819, Zone atelier bassin du Rhône,Jaugeages de débits sur la Cèze (2013-2015),2019-08-21T12:07:48,['Didier GRAILLOT'],['Mines Saint-Etienne - Centre SPIN - GSE'],"['https://cat.indores.fr/geonetwork/srv/api/records/9e6ccf71-b31f-4580-9c1b-d149ec864e42/attachments/2015-49-Radonceze-Rapport.pdf', 'https://cat.indores.fr/geonetwork/srv/api/records/9e6ccf71-b31f-4580-9c1b-d149ec864e42/attachments/Rapport_ZABR_Cèze_2015-2016_phase3_v3_final.pdf', 'https://tel.archives-ouvertes.fr/tel-01690380']",[],[],[],[]
820, Zone atelier arc jurassien,"Pollen analysis - Clairvaux-les-lacs (F-39), Haute Terrasse (Camping)",2017-01-10,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],['http://www.sudoc.fr/041165667 Collection: PollenChrono'],[],[],[],[]
821, Zone atelier arc jurassien,"Pollen analysis - Clairvaux-les-lacs (F-39), Station III Coprolithes (coprolites)",2017-01-12,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],['http://www.sudoc.fr/041165667 Collection: PollenChrono'],[],[],[],[]
822, Zone atelier arc jurassien,DAT-Af-BASE: database for azole resistant Aspergillus fumigatus,2018-12-03,"['Rocchi, Steffi', 'Millon, Laurence']",['Laboratoire Chrono-environnement (UMR 6249)'],[],[],[],[],[]
823, Zone atelier bassin du Rhône,Réseau départemental de suivi quantitatif des eaux souterraines de l'Hérault,2012-08-07T16:35:38,[],[],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
824, Zone atelier bassin du Rhône,Mesures des thermomètres des Vieux Rhône (2013-2014),2019-07-26T11:48:07,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://www.graie.org/zabr/zabrdoc/AccordCadre-fiches/2013/Synthese_C29-2013.pdf', 'http://www.graie.org/zabr/zabrdoc/AccordCadre-fiches/2013/Rapport-C29-2013.pdf', 'http://www.graie.org/zabr/index.htm']",[],[],[],[]
825, Zone atelier environnementale urbaine,CARTE : Ile du Rohrschollen en 1926,2018-11-19T09:47:09,['ESCHBACH David'],"['Laboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRAZone Atelier Environnementale UrbaineLaboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRA']","['https://www.datagrandest.fr/geonetwork/srv/fre/catalog.search#/search_uuid=FR-130005457-201808290955-2014_OCS_Limites_Etude_LIVE_Rohrschollen_L1%20or%20FR-130005457-201808290955-1926_OCS_LIVE_Rohrschollen_L1%20or%20FR-130005457-201808290955-1926_ScanHisto_LIVE_Rohrschollen_L1&from=1&to=20', 'https://www.datagrandest.fr/geonetwork/srv/fre/catalog.search#/metadata/FR-130005457-201808290955-2017_Evolution%20diachronique_LIVE_Rohrschollen_L1']",[],[],[],[]
826, Zone atelier arc jurassien,"Pollen analysis - Fontenu (F-39), Lac de Chalain, station 3, niveau VI",2017-01-25,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],"['https://developpementdurable.revues.org/1275', 'http://www.editions-msh.fr/livre/GCOI=27351100615680Collection: PollenChrono']",[],[],[],[]
827, Zone atelier arc jurassien,"Pollen analysis - Fontenu (F-39), îlot David-1987, FG 30, 86 S-C, 86 G23",2017-01-26,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],[],[],[],[],[]
828, Zone atelier arc jurassien,"Pollen analysis - Clairvaux-les-lacs (F-39), Station IV",2017-01-20,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],[],[],[],[],[]
829, Zone atelier bassin du Rhône,Inventaire des anciens sites industriels,2012-09-11T12:29:45,[],[],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
830, Zone atelier arc jurassien,"Pollen analysis - Bonlieu (F-39), Lac de Bonlieu (prise d'eau)",2017-01-23,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],[],[],[],[],[]
831, Zone Atelier Seine,,2020-02-05T12:38:12,['Laurence LESTEL'],['Sorbonne Université - UMR 7619 Metis'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[]
832, Zone atelier bassin du Rhône,Réseau complémentaire de bassin Rhône-Méditerranée-Corse - volet physico-chimie,2016-11-23T11:49:50,"[""Agence de L'Eau""]","[""Agence de l'Eau""]",['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
833, Zone atelier bassin du Rhône,Corpus d'articles de La Provence (images) sur le fleuve Rhône (2002-mi2003),2019-07-26T11:47:51,['Yves-François Le Lay'],['UMR 5600 EVS - ENS de Lyon'],"['http://www.graie.org/zabr/', 'https://tel.archives-ouvertes.fr/tel-01238033/document', 'http://www.graie.org/zabr/zabrdoc/AccordCadre-fiches/2012/Synthese_A33_2012.pdf']",[],[],[],[]
834, Zone Atelier Seine,,2020-01-28T09:39:52,['Laurence LESTEL'],['Sorbonne Université - Metis'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[]
835, Zone atelier bassin du Rhône,Inventaire des zones Natura 2000 de Languedoc-Roussillon,2012-09-11T12:37:50,[],[],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
836, Zone Atelier Seine,,2020-02-03T14:40:19,['Laurence LESTEL'],['Sorbonne Université - Metis'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[]
837, Zone atelier Armorique,"Habitats CORINE Biotopes (baie du Mont Saint-Michel, Marais de Sougéal communal, 2008) - Zone Atelier Armorique ZAAr",2018-06-15T09:26:58,['Cendrine Mony'],['ECOBIO UMR 6553 CNRS Université de Rennes 1'],['https://www.osuris.fr/geoserver/ecobio/wmsservice=WMS&version=1.1.0&request=GetMap&layers=ecobio:Cartographie%20des%20habitats%20(corine%203.4)%20sur%20le%20marais%20de%20la%20Folie&styles=&bbox=368369.715105626856828565.889388131369356.308260020046831241.10958066&width=188&height=512&srs=EPSG:2154&format=application/openlayers'],[],[],[],[]
838, Zone atelier bassin du Rhône,"Corpus d'entretiens auprès des gestionnaires, pêcheurs, riverains et élus de la rivière Albarine (2018)",2019-06-11T14:34:07,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://www.graie.org/zabr/', 'http://www.graie.org/zabr/zabrdoc/AccordCadre-fiches/2018/2018-59-eFLOW-INT-projet.pdf']",[],[],[],[]
839, Zone atelier bassin du Rhône,Corpus d'articles scientifiques sur le fleuve Rhône (2006-2016),2023-12-15T11:55:59.473Z,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://ohm-vallee-du-rhone.in2p3.fr/', 'https://hal.inrae.fr/hal-02607850/file/pub00058708.pdf', 'https://hal.science/hal-02043081', 'https://elvis.ens-lyon.fr/geonetwork/srv/api/records/89c255e8-2a7c-47d6-9f87-bbb880804043/attachments/CorpusRhone.xlsx', 'https://cnrs.hal.science/LABEX-DRIIHM/hal-03952030v1', 'https://www.sciencedirect.com/science/article/pii/S2213305423000450']",[],[],[],[]
840, Zone atelier Armorique,"Communautés d’oiseaux en paysage agricole FARMLAND (Ille et Vilaine, 2013-2014) - Zone Atelier Amorique (ZAAr)",2021-03-19T10:26:58,"['Georges Romain', 'Bertrand Colette', 'Françoise Burel']",['ECOBIO UMR 6553 CNRS Université de Rennes 1BAGAP UMR 0980 INRAE Agrocampus Ouest ESAECOBIO UMR 6553 CNRS Université de Rennes 1Zone Atelier Armorique (ZAAr)'],['https://www.osuris.fr/geoserver/ecobio/wms'],[],[],[],[]
841, Zone atelier environnementale urbaine,CARTE : Évolution diachronique de l'île du Rohrschollen de 1743 à 2010,2018-11-16T15:17:31,['ESCHBACH David'],"['Laboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRAZone Atelier Environnementale UrbaineLaboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRA']","['https://www.researchgate.net/publication/324991012_Long-', 'https://www.datagrandest.fr/geonetwork/srv/fre/catalog.search#/search_uuid=FR-130005457-201808290955-1949_Carte_LIVE_Rohrschollen_L1%20or%20FR-130005457-201808290955-1838_Carte_LIVE_Rohrschollen_L1%20or%20FR-130005457-201808290955-1828_Carte_LIVE_Rohrschollen_L1%20or%20FR-130005457-201808290955-1926_Carte_LIVE_Rohrschollen_L1%20or%20FR-130005457-201808290955-2010_Carte_LIVE_Rohrschollen_L1%20or%20FR-130005457-201808290955-1743_Carte_LIVE_Rohrschollen_L1%20or%20FR-130005457-201808290955-1872_Carte_LIVE_Rohrschollen_L1%20or%20FR-130005457-201808290955-1778_Carte_LIVE_Rohrschollen_L1&from=1&to=20']",[],[],[],[]
842, Zone atelier bassin du Rhône,Réseau hydrométrique de Bourgogne (DIREN BOURGOGNE),2012-08-08T17:03:05,[],['D.I.R.E.N. de Bourgogne'],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[]
843, Zone atelier Brest Iroise,Accessibilité en voiture des écoles du Pays de Brest en 1952,2016-09-19T18:19:20,['Thibault Goriaud'],['UMR6554 LETG CNRS'],"['https://cat.indores.fr/geonetwork/srv/api/records/234baf2d-89fe-4275-894d-11d14cbad61e/attachments/Voiture_parcelle.zip', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wfs']",[],[],[],[]
844, Zone atelier Brest Iroise,Levé SMF plage de Porsmilin (1er février 2010),2019-02-11T18:42:12Z,['France Floch'],['IUEM - Institut Universitaire Européen de la Mer'],"['https://portail.indigeo.fr/geoserver/GEOSCIENCES-OCEAN/wms', 'https://portail.indigeo.fr/geoserver/GEOSCIENCES-OCEAN/wcs']",[],[],[],[]
845, Zone atelier bassin du Rhône,"Cartographie de l'occupation du sol des Vieux Rhône (1860, 1950, 2006)",2016-11-22T15:26:06,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://www.graie.org/', 'http://www.graie.org/osr/IMG/pdf/Atlas_synthese.pdf', 'http://www.graie.org/osr/IMG/pdf/Rapport_de_synthese.pdf', 'http://mapmint.univ-st-etienne.fr/public/Marges']",[],"['https://observatoire-sediments-rhone.fr/ ', 'https://hal.science/OSR/hal-03749274v1 ', 'https://hal.science/OSR/hal-03748544v1 ', 'https://hal.science/OSR/hal-02485108v1 ', 'https://hal.science/hal-03290964/document ', 'https://hal.science/OSR/hal-04061255v1 ', 'http://www.graie.org/osr ', 'http://www.graie.org/osr/IMG/pdf/Atlas_synthese.pdf ', 'http://www.graie.org/osr/IMG/pdf/Rapport_de_synthese.pdf ', 'http://www.graie.org/osr ', 'http://www.graie.org/osr/IMG/pdf/Atlas_synthese.pdf ', 'http://www.graie.org/osr/IMG/pdf/Rapport_de_synthese.pdf ', 'http://mapmint.univ-st-etienne.fr/public/Marges ', 'http://www.graie.org/osr/ ', 'http://www.graie.org/osr/IMG/pdf/Atlas_synthese.pdf ', 'http://www.graie.org/osr/IMG/pdf/Rapport_de_synthese.pdf ', 'http://mapmint.univ-st-etienne.fr/public/Marges']",[],[]
846, Zone atelier Armorique,"Occupation parcellaire (Pleine-Fougères, Zone D, 2005) - Zone Atelier Armorique ZAAr",2018-06-14T14:36:56,['Jean Nabucet'],['LETG-RENNES UMR 6554 CNRS Université de Rennes 2'],['https://www.osuris.fr/geoserver/ecobio/wmsservice=WMS&version=1.1.0&request=GetMap&layers=ecobio:Ocsol_2005&styles=&bbox=360559.569501498666838607.492862379367517.5843034416846375.826998803&width=458&height=512&srs=EPSG:2154&format=application/openlayers'],[],[],[],[]
847, Zone atelier Armorique,"Relevés de carabes en maïs et céréale d’hiver AGRICONNECT (Pleine-Fougères, 2012) - Zone Atelier Armorique ZAAr",2021-03-26T12:00:39,"['Stéphanie Aviron', 'Françoise Le Moal', 'Francoise Burel', 'Rémi Duflot']",['BAGAP UMR 0980 INRAE Agrocampus Ouest ESAECOBIO UMR 6553 CNRS Université de Rennes 1ECOBIO UMR 6553 CNRS Université de Rennes 1ECOBIO UMR 6553 CNRS Université de Rennes 1Zone Atelier Armorique (ZAAr)'],['https://www.osuris.fr/geoserver/ecobio/wms'],[],[],[],[]
848, Zone atelier bassin du Rhône,Ligne d'eau du Rhône (2010),2016-11-16T11:12:19,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],['http://www.graie.org/osr/'],[],[],[],[]
