,Date,location,groupPublished,Org,cl_topic.langfre,keywordType-place.langfre,cl_topic.default,keywordType-place.default,th_external-place-departements.default,th_external-place-departements.langfre,th_external-place-ore.default,th_otherKeywords-place.default,th_otherKeywords-place.langfre,th_external-place-thematiques.default,th_external-place-ore.langfre,th_external-place-thematiques.langfre,resourceTitleObject.default,cl_useConstraints.default,uuid,format,owner,recordOwner,standardNameObject.default,ZAA,ZAAJ,ZAAR,ZAEU,ZAS,ZAM,ZABRI,ZABR,ZAL,ZAPygar,Year,long,lat
2760,2014-07-02 10:42:19+00:00,"{
  ""coordinates"": [
    -1.6021895000000002,
    48.458225
  ],
  ""type"": ""Point""
}","zaar, all, intranet",ecobio umr 6553,"Biologie, faune et flore","France, Bretagne, ZAA","Biologie, faune et flore","France, Bretagne, ZAA",-,-,-,-,-,-,-,-,"Relevés floristiques (Basse vallée du Couesnon, 2012) - Zone Atelier Armorique ZAAr",-,e9545a9d-294d-43a9-8598-5a4bde465319,esri shapefile,107,Test Workflow,ISO 19115,,,1,,,,,,,,2014,-1.6021895000000002,48.458225
2761,2014-07-02 09:28:51+00:00,"{
  ""coordinates"": [
    -1.3787845,
    48.4030155
  ],
  ""type"": ""Point""
}","zaar, all, intranet",bagap umr 0980 inrae agrocampus ouest esa,"Biologie, faune et flore",-,"Biologie, faune et flore",-,-,-,-,-,-,-,-,-,"Suivi de carabes dans les haies (Pleine-fougères, secteur C, 2007-...) - Zone Atelier Armorique ZAAr",-,4776f648-5f26-4b0d-ad91-a5c7c099416f,non renseigné,107,Test Workflow,ISO 19115:2003/19139,,,1,,,,,,,,2014,-1.3787845,48.4030155
2762,2014-07-02 09:28:06+00:00,"{
  ""coordinates"": [
    -1.3787845,
    48.4030155
  ],
  ""type"": ""Point""
}","zaar, all, intranet",bagap umr 0980 inrae agrocampus ouest esa,"Biologie, faune et flore",-,"Biologie, faune et flore",-,-,-,-,-,-,-,-,-,"Suivi de carabes dans les haies (Pleine-Fougères, secteur B, 2007-...) - Zone Atelier Armorique ZAAr",Restreint,107438bf-9806-4e60-a460-04e4f3111245,non renseigné,107,Test Workflow,ISO 19115:2003/19139,,,1,,,,,,,,2014,-1.3787845,48.4030155
2763,2014-07-02 08:46:15+00:00,-,"zaar, all, intranet",bagap umr 0980 inrae agrocampus ouest esa,"Biologie, faune et flore",-,"Biologie, faune et flore",-,-,-,-,-,-,-,-,-,"Suivi de carabes dans les haies (Pleine-Fougères, secteur A, 2007-...) - Zone Atelier Armorique ZAAr",Restreint,74417e3f-33c3-4594-8e21-bf396b938b1f,non renseigné,107,Test Workflow,ISO 19115:2003/19139,,,1,,,,,,,,2014,0.0,0.0
2764,2014-07-01 15:22:38+00:00,-,"zaar, all, intranet",non renseigné,-,-,-,-,-,-,-,-,-,-,-,-,"Catalogue d'attributs - Relevés floristiques en bordures de champs (Pleine-Fougères, 1994-...) - Zone Atelier Armorique ZAAr",-,c4c9d7e1-21b7-4fd3-9973-1ace64339c84,non renseigné,107,Test Workflow,-,,,1,,,,,,,,2014,0.0,0.0
2765,2014-07-01 10:32:37+00:00,"{
  ""coordinates"": [
    -1.59405,
    48.506
  ],
  ""type"": ""Point""
}","zaar, all, intranet",bagap umr 0980 inrae agrocampus ouest esa,"Biologie, faune et flore",-,"Biologie, faune et flore",-,-,-,-,-,-,-,-,-,"Relevés floristiques en bordures de champs (Pleine-Fougères, 2014) - Zone Atelier Armorique ZAAr",Licence,ea665b7d-80b5-4da8-a18a-f02c524c0dee,esri shapefile,107,Test Workflow,ISO 19115:2003/19139,,,1,,,,,,,,2014,-1.59405,48.506
2766,2014-07-01 10:27:47+00:00,"{
  ""coordinates"": [
    -1.59405,
    48.506
  ],
  ""type"": ""Point""
}","zaar, all, intranet",bagap umr 0980 inrae agrocampus ouest esa,"Biologie, faune et flore",-,"Biologie, faune et flore",-,-,-,-,-,-,-,-,-,"Relevés floristiques en bordures de champs (Pleine-Fougères, 2001) - Zone Atelier Armorique ZAAr",Licence,5f1d557c-a355-40e4-999f-552643dd4cb7,esri shapefile,107,Test Workflow,ISO 19115:2003/19139,,,1,,,,,,,,2014,-1.59405,48.506
2767,2014-06-30 14:45:11+00:00,"{
  ""coordinates"": [
    -1.713867,
    48.4552
  ],
  ""type"": ""Point""
}","zaar, all, intranet",ecobio umr 6553,"Biologie, faune et flore",World,"Biologie, faune et flore",World,-,-,-,World,World,-,-,-,"Relevés de micromammifères (Pleine-Fougères, 2012-2014) - Zone Atelier Armorique ZAAr",-,9371f66f-7ce4-40f2-892f-25de95f79dd2,non renseigné,107,Test Workflow,ISO 19115:2003/19139,,,1,,,,,,,,2014,-1.713867,48.4552
2768,2014-06-30 14:33:42+00:00,"{
  ""coordinates"": [
    -1.6149905000000002,
    48.279419000000004
  ],
  ""type"": ""Point""
}","zaar, all, intranet",ecobio umr 6553,"Biologie, faune et flore",World,"Biologie, faune et flore",World,-,-,-,World,World,-,-,-,"Mesures du potentiel de pollinisation en parcelles agricoles FARMLAND (Ille et Vilaine, 2013) - Zone Atelier Armorique ZAAr",Licence,35a44ebd-1f32-43b4-bba8-743397abc211,non renseigné,107,Test Workflow,ISO 19115:2003/19139,,,1,,,,,,,,2014,-1.6149905000000002,48.279419000000004
2769,2014-06-30 12:46:52+00:00,"{
  ""coordinates"": [
    -1.6530999999999998,
    48.3451
  ],
  ""type"": ""Point""
}","zaar, all, intranet",ecobio umr 6553,"Biologie, faune et flore",World,"Biologie, faune et flore",World,-,-,-,World,World,-,-,-,"Mesures du contrôle biologique en parcelles agricoles FAMRLAND (Ille et Vilaine, 2013-2014) - Zone Atelier Armorique ZAAr",Licence,3db7a419-ae4b-4e3c-a1f1-1175de520788,esri shapefile,107,Test Workflow,ISO 19115:2003/19139,,,1,,,,,,,,2014,-1.6530999999999998,48.3451
2770,2014-06-30 11:15:40+00:00,"{
  ""coordinates"": [
    -1.6530999999999998,
    48.344750000000005
  ],
  ""type"": ""Point""
}","zaar, all, intranet",ecobio umr 6553,"Biologie, faune et flore","World, World","Biologie, faune et flore","World, World",-,-,-,World,World,-,-,-,"Relevés floristiques en parcelles agricoles FARMLAND (Ille et Vilaine, 2013-2014) - Zone Atelier Armorique ZAAr",-,a42c6b7e-c45d-40f4-a7fe-3c9cdd656afa,esri shapefile,107,Test Workflow,ISO 19115:2003/19139,,,1,,,,,,,,2014,-1.6530999999999998,48.344750000000005
2771,2014-06-30 11:08:45+00:00,"{
  ""coordinates"": [
    -1.6530999999999998,
    48.3451
  ],
  ""type"": ""Point""
}","zaar, all, intranet",ecobio umr 6553,"Biologie, faune et flore",World,"Biologie, faune et flore",World,-,-,-,World,World,-,-,-,"Relevés de carabes et araignées en parcelles agricoles FARMLAND (Ille et Vilaine, 2013-2014) - Zone Atelier Armorique ZAAr",Licence,131a44e4-abba-4c15-85ac-14cef57ca5b4,esri shapefile,107,Test Workflow,ISO 19115:2003/19139,,,1,,,,,,,,2014,-1.6530999999999998,48.3451
2772,2014-06-30 11:06:55+00:00,-,"zaar, all, intranet",ecobio umr 6553,"Biologie, faune et flore",-,"Biologie, faune et flore",-,-,-,-,-,-,-,-,-,"Relevés de papillons en parcelles agricoles FARMLAND (Ille et Vilaine, 2013-2014) - Zone Atelier Armorique ZAAr",Licence,f2ab4a80-923a-4e69-925e-de54218d5ee4,esri shapefile,107,Test Workflow,ISO 19115:2003/19139,,,1,,,,,,,,2014,0.0,0.0
2773,2014-06-30 11:01:06+00:00,"{
  ""coordinates"": [
    -1.6530999999999998,
    48.3451
  ],
  ""type"": ""Point""
}","zaar, all, intranet",ecobio umr 6553,"Biologie, faune et flore",World,"Biologie, faune et flore",World,-,-,-,World,World,-,-,-,"Relevés d'insectes pollinisateurs en parcelles agricoles FARMLAND (Ille-et-Vilaine, 2013-2014) - Zone Atelier Armorique ZAAr",Licence,b65f4166-44a7-4b4f-bdef-ea4d10d2671b,esri shapefile,107,Test Workflow,ISO 19115:2003/19139,,,1,,,,,,,,2014,-1.6530999999999998,48.3451
2774,2014-06-26 16:05:54+00:00,"{
  ""coordinates"": [
    -1.6406415,
    48.436251999999996
  ],
  ""type"": ""Point""
}","zaar, all, intranet",ecobio umr 6553,"Biologie, faune et flore","France, Bretagne, ZAA et polders de la baie du Mont St Michel","Biologie, faune et flore","France, Bretagne, ZAA et polders de la baie du Mont St Michel",-,-,-,-,-,-,-,-,"Suivi de Buteo buteo et Falco tinnunculus (Pleine-fougères, 2004 - ...) - Zone Atelier Armorique ZAAr",-,f95ea335-1dfc-421d-b71f-da5486d9fc88,esri shapefile,107,Test Workflow,ISO 19115,,,1,,,,,,,,2014,-1.6406415,48.436251999999996
2775,2014-06-26 15:55:13+00:00,"{
  ""coordinates"": [
    -2.7575685,
    48.493652
  ],
  ""type"": ""Point""
}",all,ecobio umr 6553,"Biologie, faune et flore","Bretagne Nord, North Britanny","Biologie, faune et flore","Bretagne Nord, North Britanny",-,-,-,"Bretagne Nord, North Britanny","Bretagne Nord, North Britanny",-,-,-,"Communautés de carabes et de petits mammifères (Bretagne Nord, 1998-1999)",-,d0c108ca-98c8-4fe7-9cd1-3191b345c4c9,zip,101,Amandine Henon,ISO 19115:2003/19139,,,,,,,,,,,2014,-2.7575685,48.493652
2776,2014-06-26 14:40:30+00:00,-,"zaar, all, intranet",ecobio umr 6553,-,-,Biota,-,-,-,-,-,-,-,-,-,"Relevés de petits mammifères sur les digues plantées (Baie du Mont Saint Michel, 1994-1996) - Zone Atelier Armorique ZAAr",-,1597183e-68c4-45ef-92a6-9de5f7955d5c,non renseigné,107,Test Workflow,ISO 19115:2003/19139,,,1,,,,,,,,2014,0.0,0.0
2777,2014-06-26 14:37:08+00:00,"{
  ""coordinates"": [
    -1.63147,
    48.317871499999995
  ],
  ""type"": ""Point""
}","zaar, all, intranet",ecobio umr 6553,-,-,Biota,-,-,-,-,-,-,-,-,-,"Relevés de pucerons et carabes en parcelles agricoles (Pleine-Fougères, 2009-2010) - Zone Atelier Armorique ZAAr",-,4b9ef347-1d66-46c7-85cd-a8e7a1ee00f1,non renseigné,107,Test Workflow,ISO 19115:2003/19139,,,1,,,,,,,,2014,-1.63147,48.317871499999995
2778,2014-06-26 14:30:00+00:00,"{
  ""coordinates"": [
    0.1757810000000002,
    47.8125
  ],
  ""type"": ""Point""
}","zaar, all, intranet",ecobio umr 6553,-,-,Boundaries,World,-,-,-,World,-,-,-,-,"Abondance relative de micromammifères Doublon 2 (Pleine-Fougères, 2012, ANR OSCAR) - Zone Atelier Armorique ZAAr",-,9f7d88d6-bea8-465e-9241-429dc73da984,non renseigné,107,Test Workflow,ISO 19115:2003/19139,,,1,,,,,,,,2014,0.1757810000000002,47.8125
2779,2014-06-26 14:23:13+00:00,"{
  ""coordinates"": [
    -1.6399,
    48.4543
  ],
  ""type"": ""Point""
}",all,ecobio umr 6553,-,-,Boundaries,World,-,-,-,World,-,-,-,-,Conséquences de l’intensification agricole sur l’abondance de deux rapaces diurnes : la buse variable et le faucon crécerelle (2004 à 2006),-,dba1b947-dbb8-4688-9a5f-7596db0a88ee,non renseigné,101,Amandine Henon,ISO 19115:2003/19139,,,,,,,,,,,2014,-1.6399,48.4543
2780,2014-06-25 14:17:36+00:00,"{
  ""coordinates"": [
    -0.703125,
    46.4501955
  ],
  ""type"": ""Point""
}","zaar, all, intranet",ecobio umr 6553,"Biologie, faune et flore",ZAAr Zone Atelier Armorique,"Biologie, faune et flore",ZAAr Zone Atelier Armorique,-,-,-,ZAAr Zone Atelier Armorique,ZAAr Zone Atelier Armorique,-,-,-,"Mesures des réseaux trophiques des parasitoïdes de pucerons des céréales (Pleine-Fougères, 2010-2013) - Zone Atelier Armorique ZAAr",Restreint,19959e61-c871-41d2-aa24-3844cadb43ee,zip,107,Test Workflow,ISO 19115:2003/19139,,,1,,,,,,,,2014,-0.703125,46.4501955
2781,2014-06-24 15:14:41+00:00,-,all,non renseigné,-,-,-,-,-,-,-,-,-,-,-,-,Catalogue d'attributs - Diversité des pratiques agricoles et des insectes auxiliaires (Ille et Vilaine sud),-,603eab6b-56a8-4117-9bd7-15544b9f677c,non renseigné,101,Amandine Henon,-,,,,,,,,,,,2014,0.0,0.0
2782,2014-06-24 10:54:30+00:00,"{
  ""coordinates"": [
    -1.62275,
    47.96055
  ],
  ""type"": ""Point""
}","zaar, all, intranet",bagap umr 0980 inrae agrocampus ouest esa,Agriculture,"France, département d'Ille et Vilaine",Agriculture,"France, département d'Ille et Vilaine",-,-,-,-,-,-,-,-,"Cartographie des pratiques agricoles LANDSCAPHID (sud Ille et Vilaine, 2012) - Zone Atelier Armorique ZAAr",Restreint,c4f8d87a-1d81-4c18-bc35-1b47514947dd,esri shapefile,107,Test Workflow,ISO 19115,,,1,,,,,,,,2014,-1.62275,47.96055
2783,2014-06-24 10:13:06+00:00,"{
  ""coordinates"": [
    -1.62275,
    47.96055
  ],
  ""type"": ""Point""
}","zaar, all, intranet",bagap umr 0980 inrae agrocampus ouest esa,Limites politiques et administratives,-,Limites politiques et administratives,-,-,-,-,-,-,-,-,-,"Relevés de coccinelles LANDSCAPHID (sud Ille et Vilaine, 2012) - Zone Atelier Armorique ZAAr",Restreint,618b46ca-2a42-42a7-bccc-eda3f4de39ab,esri shapefile,107,Test Workflow,ISO 19115:2003/19139,,,1,,,,,,,,2014,-1.62275,47.96055
2784,2014-06-20 13:39:07+00:00,-,"zaar, all, intranet",non renseigné,-,-,-,-,-,-,-,-,-,-,-,-,Catalogue d'attributs - Caractérisation de la diversité gamma des carabes (nord de l’ille et vilaine) - Zone Atelier Armorique ZAAr,-,524c16dc-1a88-4b3a-a5d0-589b8388703c,non renseigné,107,Test Workflow,-,,,1,,,,,,,,2014,0.0,0.0
2785,2014-06-20 08:55:59+00:00,"{
  ""coordinates"": [
    -1.8301555,
    48.037998
  ],
  ""type"": ""Point""
}","zaar, all, intranet",bagap umr 0980 inrae agrocampus ouest esa,"Biologie, faune et flore","France, Bretagne, Nord de l'Ille-et-Vilaine","Biologie, faune et flore","France, Bretagne, Nord de l'Ille-et-Vilaine",-,-,-,-,-,-,-,-,"Relevés de carabes (Pleine-Fougères, 2011) - Zone Atelier Armorique ZAAr",Restreint,f22b180f-7c22-430c-b854-62b39d18914f,esri shapefile,107,Test Workflow,ISO 19115,,,1,,,,,,,,2014,-1.8301555,48.037998
2786,2014-06-19 15:39:09+00:00,-,"zaar, all, intranet",non renseigné,-,-,-,-,-,-,-,-,-,-,-,-,Catalogue d'attributs - Caractérisation de la diversité gamma des plantes (nord Ille et vilaine) - Zone Atelier Armorique ZAAr,-,912d1d6c-31fb-4a83-aacc-d5059aaedb9e,non renseigné,107,Test Workflow,-,,,1,,,,,,,,2014,0.0,0.0
2787,2014-06-19 14:25:45+00:00,-,"zaar, all, intranet",non renseigné,-,-,-,-,-,-,-,-,-,-,-,-,Catalogue d'attributs - Petits boisements (Zone Atelier Armorique) - Zone Atelier Armorique ZAAr,-,4866032d-2e64-411e-bd89-4e79fc5cb2ec,non renseigné,107,Test Workflow,-,,,1,,,,,,,,2014,0.0,0.0
2788,2014-06-19 11:12:15+00:00,"{
  ""coordinates"": [
    -1.62835,
    48.30315
  ],
  ""type"": ""Point""
}","zaar, all, intranet",ecobio umr 6553,"Biologie, faune et flore","France, Bretagne, Nord de l'Ille-et-Vilaine","Biologie, faune et flore","France, Bretagne, Nord de l'Ille-et-Vilaine",-,-,-,-,-,-,-,-,"Relevés floristiques en parcelles agricoles et haies (Nord Ille et Vilaine, 2011) - Zone Atelier Armorique ZAAr",-,e5f68476-ed9f-408e-9be6-561c937c223a,esri shapefile,107,Test Workflow,ISO 19115,,,1,,,,,,,,2014,-1.62835,48.30315
2789,2014-06-19 08:38:16+00:00,"{
  ""coordinates"": [
    -1.5675,
    48.5058
  ],
  ""type"": ""Point""
}","zaar, all, intranet",ecobio umr 6553,"Biologie, faune et flore","France, Bretagne, ZAA","Biologie, faune et flore","France, Bretagne, ZAA",-,-,-,-,-,-,-,-,"Relevés floristiques en bandes enherbées (Pleine-Fougères, 2006-2008) - Zone Atelier Armorique ZAAr",-,81a4974e-7c40-4068-8927-542f987cf31c,esri shapefile,107,Test Workflow,ISO 19115,,,1,,,,,,,,2014,-1.5675,48.5058
2790,2014-06-19 08:25:18+00:00,"{
  ""coordinates"": [
    -1.5675,
    48.5058
  ],
  ""type"": ""Point""
}","zaar, all, intranet",ecobio umr 6553,"Biologie, faune et flore","France, Bretagne, ZAA","Biologie, faune et flore","France, Bretagne, ZAA",-,-,-,-,-,-,-,-,"Relevés de syrphes en bandes enherbées (Pleine-Fougères, 2008) - Zone Atelier Armorique ZAAr",-,0af16c32-bd89-4896-acdf-2a0d00afb9c0,esri shapefile,107,Test Workflow,ISO 19115,,,1,,,,,,,,2014,-1.5675,48.5058
2791,2014-06-19 08:16:51+00:00,"{
  ""coordinates"": [
    -1.5857100000000002,
    48.392306500000004
  ],
  ""type"": ""Point""
}","zaar, all, intranet",ecobio umr 6553,"Biologie, faune et flore","France, Bretagne, ZAA","Biologie, faune et flore","France, Bretagne, ZAA",-,-,-,-,-,-,-,-,"Relevés floristiques en petits boisements (Pleine-Fougères, 2012) - Zone Atelier Armorique ZAAr",-,2cc593fb-9537-4fae-a0ad-22c1307d6ff4,esri shapefile,107,Test Workflow,ISO 19115,,,1,,,,,,,,2014,-1.5857100000000002,48.392306500000004
2792,2014-06-18 16:14:52+00:00,"{
  ""coordinates"": [
    -1.6709,
    48.1112
  ],
  ""type"": ""Point""
}","zaar, all, intranet",umr6554 letg cnrs,"Climatologie, météorologie, atmosphère",-,"Climatologie, météorologie, atmosphère",-,-,-,-,-,-,-,-,-,"Réseau de capteurs de température (espace intra-urbain rennais, 2013) - Zone Atelier Armorique ZAAr",-,225ac368-125a-4032-a6d9-17d3cb73d744,esri shapefile,107,Test Workflow,ISO 19115:2003/19139,,,1,,,,,,,,2014,-1.6709,48.1112
2793,2014-06-18 11:00:10+00:00,"{
  ""coordinates"": [
    -1.5824500000000001,
    48.5358
  ],
  ""type"": ""Point""
}","zaar, all, intranet",umr6554 letg cnrs,Carte de référence de la couverture terrestre,"France, Fougères, site de Pleine Fougères",Carte de référence de la couverture terrestre,"France, Fougères, site de Pleine Fougères",-,-,-,-,-,-,-,-,"Mini réseau de haie double (Pleine-Fougères, secteur C, 2013) - Zone Atelier Armorique ZAAr",-,093b213b-b246-4add-945d-5ccd4090abbd,esri shapefile,107,Test Workflow,ISO 19115,,,1,,,,,,,,2014,-1.5824500000000001,48.5358
2794,2014-06-18 11:00:06+00:00,"{
  ""coordinates"": [
    -1.668107,
    48.336001499999995
  ],
  ""type"": ""Point""
}","zaar, all, intranet",umr6554 letg cnrs,Carte de référence de la couverture terrestre,"France, Fougères, site de Pleine Fougères",Carte de référence de la couverture terrestre,"France, Fougères, site de Pleine Fougères",-,-,-,-,-,-,-,-,"Mini réseau de haie simple (Pleine-Fougères, secteur C, 2013) - Zone Atelier Armorique ZAAr",-,f4110620-27e9-472b-bad9-e42e163f5737,esri shapefile,107,Test Workflow,ISO 19115,,,1,,,,,,,,2014,-1.668107,48.336001499999995
2795,2014-06-18 10:49:56+00:00,"{
  ""coordinates"": [
    -1.668107,
    48.336001499999995
  ],
  ""type"": ""Point""
}","zaar, all, intranet",umr6554 letg cnrs,Carte de référence de la couverture terrestre,"France, Fougères, site de Pleine Fougères",Carte de référence de la couverture terrestre,"France, Fougères, site de Pleine Fougères",-,-,-,-,-,-,-,-,"Mini réseau de haie double (Pleine-Fougères, secteur B, 2013) -Zone Atelier Armorique ZAAr",-,344350d2-8e26-4b55-b4af-beed01f317dd,esri shapefile,107,Test Workflow,ISO 19115,,,1,,,,,,,,2014,-1.668107,48.336001499999995
2796,2014-06-18 10:47:08+00:00,"{
  ""coordinates"": [
    -1.668107,
    48.336001499999995
  ],
  ""type"": ""Point""
}","zaar, all, intranet",umr6554 letg cnrs,Carte de référence de la couverture terrestre,"France, Fougères, site de Pleine Fougères",Carte de référence de la couverture terrestre,"France, Fougères, site de Pleine Fougères",-,-,-,-,-,-,-,-,"Mini réseau de haie simple (Pleine-Fougères, secteur B, 2013) - Zone Atelier Armorique ZAAr",-,6298f705-8dd8-472d-9069-15e4bbb50ae0,esri shapefile,107,Test Workflow,ISO 19115,,,1,,,,,,,,2014,-1.668107,48.336001499999995
2797,2014-06-18 10:43:42+00:00,"{
  ""coordinates"": [
    -1.668107,
    48.336001499999995
  ],
  ""type"": ""Point""
}","zaar, all, intranet",umr6554 letg cnrs,Carte de référence de la couverture terrestre,"France, Fougères, site de Pleine Fougères",Carte de référence de la couverture terrestre,"France, Fougères, site de Pleine Fougères",-,-,-,-,-,-,-,-,"Mini réseau de haie double (Pleine-Fougères, secteur A, 2013) - Zone Atelier Armorique ZAAr",-,56e0a7c2-ec82-4c52-9f25-adf5bddcc459,esri shapefile,107,Test Workflow,ISO 19115,,,1,,,,,,,,2014,-1.668107,48.336001499999995
2798,2014-06-18 10:40:41+00:00,"{
  ""coordinates"": [
    -1.668107,
    48.336001499999995
  ],
  ""type"": ""Point""
}","zaar, all, intranet",umr6554 letg cnrs,Carte de référence de la couverture terrestre,"France, Fougères, site de Pleine Fougères",Carte de référence de la couverture terrestre,"France, Fougères, site de Pleine Fougères",-,-,-,-,-,-,-,-,"Mini réseau de haie simple (Pleine-Fougères, secteur A, 2013) - Zone Atelier Armorique ZAAr",-,94f71075-ce3c-47c1-9ce8-8ed28758c432,esri shapefile,107,Test Workflow,ISO 19115,,,1,,,,,,,,2014,-1.668107,48.336001499999995
2799,2014-06-18 10:15:51+00:00,"{
  ""coordinates"": [
    -1.668107,
    48.336001499999995
  ],
  ""type"": ""Point""
}","zaar, all, intranet",umr6554 letg cnrs,Carte de référence de la couverture terrestre,"France, Fougères, site de Pleine Fougères",Carte de référence de la couverture terrestre,"France, Fougères, site de Pleine Fougères",-,-,-,-,-,-,-,-,"Mini réseaux de haies simples (Pleine-fougères, 2013) - Zone Atelier Armorique ZAAr",-,f7309c60-a7c4-4a13-9725-a2d726854ae9,esri shapefile,107,Test Workflow,ISO 19115,,,1,,,,,,,,2014,-1.668107,48.336001499999995
2800,2014-06-18 09:11:45+00:00,"{
  ""coordinates"": [
    -1.668107,
    48.336001499999995
  ],
  ""type"": ""Point""
}","zaar, all, intranet",umr6554 letg cnrs,Carte de référence de la couverture terrestre,"France, Fougères, site de Pleine Fougères",Carte de référence de la couverture terrestre,"France, Fougères, site de Pleine Fougères",-,-,-,-,-,-,-,-,"Mini réseau de haie double (Pleine-Fougères, 2013) - Zone Atelier Armorique ZAAr",-,d788debf-1d87-4790-a7e7-27107157b362,esri shapefile,107,Test Workflow,ISO 19115,,,1,,,,,,,,2014,-1.668107,48.336001499999995
2801,2014-06-17 16:30:55+00:00,"{
  ""coordinates"": [
    -1.716196,
    48.507385
  ],
  ""type"": ""Point""
}","zaar, all, intranet",bagap umr 0980 inrae agrocampus ouest esa,"Biologie, faune et flore",-,"Biologie, faune et flore",-,-,-,-,-,-,-,-,-,"Relevés de carabes dans les haies (Pleine-Fougères, 2001-2002) - Zone Atelier Armorique ZAAr",-,a6e371bd-11d9-49a7-8cfa-9e1d571054c9,txt,107,Test Workflow,ISO 19115:2003/19139,,,1,,,,,,,,2014,-1.716196,48.507385
2802,2014-06-16 15:33:21+00:00,"{
  ""coordinates"": [
    -1.0299685,
    48.0322265
  ],
  ""type"": ""Point""
}","zaar, all, intranet",umr6554 letg cnrs,-,-,Boundaries,-,-,-,-,-,-,-,-,-,"Local temperatures of woodlots (Rennes & suburbs, 2013) - Zone Atelier Armorique ZAAr",-,512e7cef-4e26-4548-a4f8-a5910cbe6936,non renseigné,107,Test Workflow,ISO 19115:2003/19139,,,1,,,,,,,,2014,-1.0299685,48.0322265
2803,2014-06-16 15:16:01+00:00,"{
  ""coordinates"": [
    -1.0189819999999998,
    48.0239865
  ],
  ""type"": ""Point""
}","zaar, all, intranet",umr6554 letg cnrs,-,-,Boundaries,-,-,-,-,-,-,-,-,-,"Carabids beetles (Rennes & suburbs, 2013) - Zone Atelier Armorique ZAAr",-,197fec6f-7723-41c8-b223-d4f43d0c2580,non renseigné,107,Test Workflow,ISO 19115:2003/19139,,,1,,,,,,,,2014,-1.0189819999999998,48.0239865
2804,2014-06-16 14:15:28+00:00,"{
  ""coordinates"": [
    -1.0601805,
    48.0322265
  ],
  ""type"": ""Point""
}","zaar, all, intranet",umr6554 letg cnrs,"Biologie, faune et flore",-,"Biologie, faune et flore",-,-,-,-,-,-,-,-,-,"Températures de boisements (Rennes et périphérie, 2013) - Zone Atelier Armorique ZAAr",-,6805cd50-aa31-4c29-aec4-02ea328c56c1,non renseigné,107,Test Workflow,ISO 19115:2003/19139,,,1,,,,,,,,2014,-1.0601805,48.0322265
2805,2014-06-16 14:02:12+00:00,"{
  ""coordinates"": [
    -1.0601805,
    48.0322265
  ],
  ""type"": ""Point""
}","zaar, all, intranet",umr6554 letg cnrs,"Biologie, faune et flore",-,"Biologie, faune et flore",-,-,-,-,-,-,-,-,-,"Echantillonnages de coléoptères carabidés (Rennes et périphérie, 2013) - Zone Atelier Armorique ZAAr",-,87ca4c80-2122-4926-9706-97a831405d61,non renseigné,107,Test Workflow,ISO 19115:2003/19139,,,1,,,,,,,,2014,-1.0601805,48.0322265
2806,2014-06-16 09:46:41+00:00,"{
  ""coordinates"": [
    -1.5692305,
    48.27695
  ],
  ""type"": ""Point""
}","zaar, all, intranet",ecobio umr 6553,Environnement,"France, Bretagne, Pleine-Fougères",Environnement,"France, Bretagne, Pleine-Fougères",-,-,-,-,-,-,-,-,"Suivi de carabes en bandes enherbées (Pleine-Fougères, 2007 - ...) - Zone Atelier Armorique ZAAr",-,8a2c4b11-db06-47e6-ba50-321eb3dd63ac,esri shapefile,107,Test Workflow,ISO 19115,,,1,,,,,,,,2014,-1.5692305,48.27695
2807,2014-06-12 14:45:54+00:00,"{
  ""coordinates"": [
    -0.041749999999999954,
    48.432
  ],
  ""type"": ""Point""
}","zaar, all, intranet",ecobio umr 6553,Environnement,"France, Bretagne, 12 sites de Pleine-Fougères, ZAA",Environnement,"France, Bretagne, 12 sites de Pleine-Fougères, ZAA",-,-,-,-,-,-,-,-,"Relevés de macroinvertébrés benthiques (Pleine-Fougères, 2005) - Zone Atelier Armorique ZAAr",-,d24df17c-8790-4758-a9fc-ca79712b7691,esri shapefile,107,Test Workflow,ISO 19115,,,1,,,,,,,,2014,-0.041749999999999954,48.432
2808,2014-06-12 13:37:17+00:00,"{
  ""coordinates"": [
    -2.91495,
    48.0319
  ],
  ""type"": ""Point""
}",all,ecobio umr 6553,"Biologie, faune et flore, Sciences de la terre, géosciences, Environnement","France, Bretagne","Biologie, faune et flore, Sciences de la terre, géosciences, Environnement","France, Bretagne",-,-,-,-,-,-,-,-,"Relevés amphipodes épigés (Bretagne, 2003-...)",-,ce22757d-c4d2-4884-adde-129435cdd3f8,esri shapefile,101,Amandine Henon,ISO 19115,,,,,,,,,,,2014,-2.91495,48.0319
2809,2014-06-12 11:26:19+00:00,"{
  ""coordinates"": [
    -1.4813394999999998,
    48.436252
  ],
  ""type"": ""Point""
}","zaar, all, intranet",ecobio umr 6553,"Biologie, faune et flore","France, Normandie, Baie du mont St-Michel, site du Marais de Saugeal","Biologie, faune et flore","France, Normandie, Baie du mont St-Michel, site du Marais de Saugeal",-,-,-,-,-,-,-,-,"Relevés floristiques en bandes enherbées expérimentales (Pleine-Fougères, 2010) - Zone Atelier Armorique ZAAr",-,35fa130c-d3f2-4122-b840-9c67324215ef,esri shapefile,107,Test Workflow,ISO 19115,,,1,,,,,,,,2014,-1.4813394999999998,48.436252
