createDate,location,groupPublished,Org,format,uuid,"resourceTitleObject.default",recordOwner,"cl_status.default","cl_topic.default","cl_accessConstraints.default","cl_hierarchyLevel.default","keywordType-.default","keywordType-discipline.default","keywordType-location.default","keywordType-place.default","keywordType-stratum.default","keywordType-temporal.default","keywordType-theme.default","otherKeywords-theme.default","th_AGROVOC.default","th_anaee-france_locations.default","th_anaeeThes.default","th_Autre.default","th_Biodiversite_tree.default","th_Biodiversite.default","th_Continentscountriessearegionsoftheworld.default","th_envthes.default","th_ENVTHES.default","th_external-place-departements.default","th_external-place-ore.default","th_external-place-thematiques.default","th_external-theme-gemet.default","th_gemet_tree.default","th_gemet.default","th_GEMETinspirethemes-version1-0.default","th_geobretagne.default","th_Groupthemes.default","th_httpinspireeceuropaeuapplicationschema-applicationschema.default","th_httpinspireeceuropaeutheme-theme_tree.default","th_httpinspireeceuropaeutheme-theme.default","th_inspire-service-taxonomy.default","th_INSPIRE.default","th_INSPIREthemes.default","th_loterre-BHL.default","th_OPENDATA.default","th_otherKeywords-.default","th_otherKeywords-discipline.default","th_otherKeywords-place.default","th_otherKeywords-stratum.default","th_otherKeywords-temporal.default","th_otherKeywords-theme.default","th_prodige.default","th_RegionFR_2017_tree.default","th_RegionFR_2017.default","th_RegionFR.default","th_regions_tree.default","th_regions.default","th_reseaudeszonesateliers.default","th_rza.default"
"Jul 8, 2016 @ 17:24:20.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}",all,"IRD - UMR LEMAR, UMS3113 IUEM","ESRI Shapefile","efe8dc97-87bb-408a-bef5-26f337528bcc","Estimation du volume débarqué de sardines destinées à la consommation en frais au Maroc (2012) - flottille de type 'senneur côtier'","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","-","-","-",Maroc,"-","-","données géoréférencées, EPURE, Installations de suivi environnemental","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Installations de suivi environnemental","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jul 8, 2016 @ 14:59:05.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}",all,"IRD - UMR LEMAR, UMS3113 IUEM","ESRI Shapefile","4a67138d-b80c-465a-a0a7-e744a9ed2b20","Estimation du volume débarqué de sardines destinées à la transformation en conserves au Maroc (2012) - flottille de type 'RSW'","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","-","-","-",Maroc,"-","-","données géoréférencées, EPURE, Installations de suivi environnemental","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Installations de suivi environnemental","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jul 8, 2016 @ 10:43:00.000","{
  ""coordinates"": [
    -7.0933850000000005,
    31.791705
  ],
  ""type"": ""Point""
}",all,"IRD - UMR LEMAR, UMS3113 IUEM","ESRI Shapefile","f9e21309-649a-40cd-85f0-8fde4649b02a","Estimation du volume débarqué de sardines destinées à la transformation en conserves au Maroc (2012) - flottille de type 'senneur côtier'","Amandine Henon","Finalisé",Environnement,"Autres restrictions","Jeu de données","-","-","-",Maroc,"-","-","données géoréférencées, EPURE, Installations de suivi environnemental","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Installations de suivi environnemental","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jul 7, 2016 @ 09:41:48.000","{
  ""coordinates"": [
    5.972168,
    43.887894
  ],
  ""type"": ""Point""
}",zabr,"-","-","743a4c03-b7ee-4f09-a46f-412917226c94","Invertebrés Terrestres de la plaine alluviale de l'Asse 2011","Test Workflow","Finalisé","Sciences de la terre, géosciences","Droit d’auteur / Droit moral (copyright)","Jeu de données","-","-","-","-","-","-","Répartition des espèces, arthropodes, plaine alluviale, invertébré, biologie du sol","-","-","-","-","-","-","-","-","-","-","-","-","-","-","biologie, biologie^animal, biologie^animal^invertébré, biologie^animal^invertébré^articulata, biologie^animal^invertébré^articulata^arthropodes, biologie^arthropodes, biologie^articulata, biologie^articulata^arthropodes, biologie^biologie du sol, biologie^biosphère, biologie^biosphère^organisme, biologie^biosphère^organisme^animal, biologie^biosphère^organisme^animal^invertébré, biologie^biosphère^organisme^animal^invertébré^articulata, biologie^biosphère^organisme^animal^invertébré^articulata^arthropodes, biologie^invertébré, biologie^invertébré^articulata, biologie^invertébré^articulata^arthropodes, biologie^organisme, biologie^organisme^animal, biologie^organisme^animal^invertébré, biologie^organisme^animal^invertébré^articulata, biologie^organisme^animal^invertébré^articulata^arthropodes, géographie, géographie^pays, géographie^pays^espace naturel, géographie^pays^espace naturel^zone terrestre, géographie^pays^espace naturel^zone terrestre^plaine, géographie^pays^espace naturel^zone terrestre^plaine^plaine alluviale, géographie^plaine alluviale, recherche, recherche^biologie du sol, recherche^science, recherche^science^sciences naturelles, recherche^science^sciences naturelles^sciences du sol, recherche^science^sciences naturelles^sciences du sol^biologie du sol, recherche^sciences du sol, recherche^sciences du sol^biologie du sol, recherche^sciences naturelles, recherche^sciences naturelles^sciences du sol, recherche^sciences naturelles^sciences du sol^biologie du sol, sol, sol^biologie du sol, sol^plaine alluviale, sol^sciences du sol, sol^sciences du sol^biologie du sol, zones naturelles, paysages, écosystèmes, zones naturelles, paysages, écosystèmes^espace naturel, zones naturelles, paysages, écosystèmes^espace naturel^zone terrestre, zones naturelles, paysages, écosystèmes^espace naturel^zone terrestre^plaine, zones naturelles, paysages, écosystèmes^espace naturel^zone terrestre^plaine^plaine alluviale, zones naturelles, paysages, écosystèmes^pays, zones naturelles, paysages, écosystèmes^pays^espace naturel, zones naturelles, paysages, écosystèmes^pays^espace naturel^zone terrestre, zones naturelles, paysages, écosystèmes^pays^espace naturel^zone terrestre^plaine, zones naturelles, paysages, écosystèmes^pays^espace naturel^zone terrestre^plaine^plaine alluviale, zones naturelles, paysages, écosystèmes^plaine, zones naturelles, paysages, écosystèmes^plaine alluviale, zones naturelles, paysages, écosystèmes^plaine^plaine alluviale, zones naturelles, paysages, écosystèmes^zone terrestre, zones naturelles, paysages, écosystèmes^zone terrestre^plaine, zones naturelles, paysages, écosystèmes^zone terrestre^plaine^plaine alluviale","arthropodes, plaine alluviale, invertébré, biologie du sol","-","-","-","-","-","Répartition des espèces","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jul 6, 2016 @ 15:30:01.000","{
  ""coordinates"": [
    5.394287,
    45.228404499999996
  ],
  ""type"": ""Point""
}",zabr,"Gilles Armani Consultant","-","2b9977bc-5363-4bff-82e2-e6fa8a6be77c","Entretiens semi-directifs, Etude socio-ethnologique des « tranchées de remobilisation des sédiments » (2010 - 2011)","Test Workflow","Finalisé","Sciences de la terre, géosciences",Restreint,"Jeu de données","-","-","-","-","-","-","Habitats et biotopes, territoire, cadre de vie, mobilisation de sédiments, perception de l'environnement","-","-","-","-","-","-","-","-","-","-","-","-","-","-","aspects sociaux, population, aspects sociaux, population^cadre de vie, aspects sociaux, population^comportement social, aspects sociaux, population^comportement social^condition sociale, aspects sociaux, population^comportement social^condition sociale^cadre de vie, aspects sociaux, population^condition sociale, aspects sociaux, population^condition sociale^cadre de vie, aspects sociaux, population^conscience environnementale, aspects sociaux, population^conscience environnementale^perception de l'environnement, aspects sociaux, population^perception de l'environnement, aspects sociaux, population^société (humaine), aspects sociaux, population^société (humaine)^comportement social, aspects sociaux, population^société (humaine)^comportement social^condition sociale, aspects sociaux, population^société (humaine)^comportement social^condition sociale^cadre de vie, biologie, biologie^autoécologie, biologie^autoécologie^territoire, biologie^biosphère, biologie^biosphère^écologie, biologie^biosphère^écologie^autoécologie, biologie^biosphère^écologie^autoécologie^territoire, biologie^sciences de la vie, biologie^sciences de la vie^écologie, biologie^sciences de la vie^écologie^autoécologie, biologie^sciences de la vie^écologie^autoécologie^territoire, biologie^territoire, biologie^écologie, biologie^écologie^autoécologie, biologie^écologie^autoécologie^territoire, généralités, généralités^cadre de vie, politique environnementale, politique environnementale^conscience environnementale, politique environnementale^conscience environnementale^perception de l'environnement, politique environnementale^perception de l'environnement, recherche, recherche^science, recherche^science^sciences naturelles, recherche^science^sciences naturelles^sciences de la vie, recherche^science^sciences naturelles^sciences de la vie^écologie, recherche^science^sciences naturelles^sciences de la vie^écologie^autoécologie, recherche^science^sciences naturelles^sciences de la vie^écologie^autoécologie^territoire, recherche^sciences de la vie, recherche^sciences de la vie^écologie, recherche^sciences de la vie^écologie^autoécologie, recherche^sciences de la vie^écologie^autoécologie^territoire, recherche^sciences naturelles, recherche^sciences naturelles^sciences de la vie, recherche^sciences naturelles^sciences de la vie^écologie, recherche^sciences naturelles^sciences de la vie^écologie^autoécologie, recherche^sciences naturelles^sciences de la vie^écologie^autoécologie^territoire, recherche^écologie, recherche^écologie^autoécologie, recherche^écologie^autoécologie^territoire, zones naturelles, paysages, écosystèmes, zones naturelles, paysages, écosystèmes^territoire","territoire, cadre de vie, mobilisation de sédiments, perception de l'environnement","-","-","-","-","-","Habitats et biotopes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jul 6, 2016 @ 15:17:32.000","{
  ""coordinates"": [
    5.7458495,
    45.7124815
  ],
  ""type"": ""Point""
}",zabr,"Gilles Armani Consultant","-","e91ff889-5fac-4aee-bebb-dd2345af02f2","Entretiens semi-directifs, Suivi scientifique du plan décennal de restauration du Rhône (2003 - 2008)","Test Workflow","Finalisé","Sciences de la terre, géosciences",Restreint,"Jeu de données","-","-","-","-","-","-","Zones de gestion, de restriction ou de réglementation et unités de déclaration, cadre de vie, pêche à la ligne, restauration de site, écotourisme, développement du territoire","-","-","-","-","-","-","-","-","-","-","-","-","-","-","administration, administration^management environnemental, administration^management environnemental^aménagement du territoire, administration^management environnemental^aménagement du territoire^développement du territoire, agriculture, agriculture^aménagement du territoire, agriculture^aménagement du territoire^développement du territoire, aspects sociaux, population, aspects sociaux, population^cadre de vie, aspects sociaux, population^comportement social, aspects sociaux, population^comportement social^condition sociale, aspects sociaux, population^comportement social^condition sociale^cadre de vie, aspects sociaux, population^condition sociale, aspects sociaux, population^condition sociale^cadre de vie, aspects sociaux, population^développement du territoire, aspects sociaux, population^loisirs, aspects sociaux, population^loisirs^pêche (action), aspects sociaux, population^loisirs^pêche (action)^pêche à la ligne, aspects sociaux, population^récréation, aspects sociaux, population^récréation^loisirs, aspects sociaux, population^récréation^loisirs^pêche (action), aspects sociaux, population^récréation^loisirs^pêche (action)^pêche à la ligne, aspects sociaux, population^société (humaine), aspects sociaux, population^société (humaine)^comportement social, aspects sociaux, population^société (humaine)^comportement social^condition sociale, aspects sociaux, population^société (humaine)^comportement social^condition sociale^cadre de vie, aspects sociaux, population^tourisme, aspects sociaux, population^tourisme^écotourisme, environnement urbain, stress urbain, environnement urbain, stress urbain^aménagement du territoire, environnement urbain, stress urbain^aménagement du territoire^développement du territoire, environnement urbain, stress urbain^développement du territoire, généralités, généralités^apport de solution à un problème environnemental, généralités^apport de solution à un problème environnemental^intervention sur les terres, généralités^apport de solution à un problème environnemental^intervention sur les terres^réhabilitation, généralités^apport de solution à un problème environnemental^intervention sur les terres^réhabilitation^restauration de site, généralités^cadre de vie, politique environnementale, politique environnementale^aménagement du territoire, politique environnementale^aménagement du territoire^développement du territoire, politique environnementale^apport de solution à un problème environnemental, politique environnementale^apport de solution à un problème environnemental^intervention sur les terres, politique environnementale^apport de solution à un problème environnemental^intervention sur les terres^réhabilitation, politique environnementale^apport de solution à un problème environnemental^intervention sur les terres^réhabilitation^restauration de site, politique environnementale^développement du territoire, politique environnementale^intervention sur les terres, politique environnementale^intervention sur les terres^réhabilitation, politique environnementale^intervention sur les terres^réhabilitation^restauration de site, politique environnementale^management environnemental, politique environnementale^management environnemental^aménagement du territoire, politique environnementale^management environnemental^aménagement du territoire^développement du territoire, politique environnementale^restauration de site, politique environnementale^réhabilitation, politique environnementale^réhabilitation^restauration de site, pollution, pollution^intervention sur les terres, pollution^intervention sur les terres^réhabilitation, pollution^intervention sur les terres^réhabilitation^restauration de site, pêche, pêche^pêche (action), pêche^pêche (action)^pêche à la ligne, pêche^pêche à la ligne, santé humaine, santé humaine^récréation, santé humaine^récréation^loisirs, santé humaine^récréation^loisirs^pêche (action), santé humaine^récréation^loisirs^pêche (action)^pêche à la ligne, sol, sol^intervention sur les terres, sol^intervention sur les terres^réhabilitation, sol^intervention sur les terres^réhabilitation^restauration de site, tourisme, tourisme^loisirs, tourisme^loisirs^pêche (action), tourisme^loisirs^pêche (action)^pêche à la ligne, tourisme^pêche (action), tourisme^pêche (action)^pêche à la ligne, tourisme^pêche à la ligne, tourisme^récréation, tourisme^récréation^loisirs, tourisme^récréation^loisirs^pêche (action), tourisme^récréation^loisirs^pêche (action)^pêche à la ligne, tourisme^tourisme, tourisme^tourisme^écotourisme, tourisme^écotourisme, zones naturelles, paysages, écosystèmes, zones naturelles, paysages, écosystèmes^aménagement du territoire, zones naturelles, paysages, écosystèmes^aménagement du territoire^développement du territoire, zones naturelles, paysages, écosystèmes^développement du territoire, zones naturelles, paysages, écosystèmes^intervention sur les terres, zones naturelles, paysages, écosystèmes^intervention sur les terres^réhabilitation, zones naturelles, paysages, écosystèmes^intervention sur les terres^réhabilitation^restauration de site, zones naturelles, paysages, écosystèmes^restauration de site, économie, économie^tourisme, économie^tourisme^écotourisme","cadre de vie, pêche à la ligne, restauration de site, écotourisme, développement du territoire","-","-","-","-","-","Zones de gestion, de restriction ou de réglementation et unités de déclaration","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jul 6, 2016 @ 14:42:28.000","{
  ""coordinates"": [
    5.8776855,
    44.5154505
  ],
  ""type"": ""Point""
}",zabr,"Gilles Armani Consultant","-","890e74d5-b9b8-4575-b025-091531b0bfe3","Entretiens semi-directifs, les métiers du transport fluvial rhodanien, collecte de mémoires (2012 - 2013)","Test Workflow","Finalisé","Sciences de la terre, géosciences",Restreint,"Jeu de données","-","-","-","-","-","-","Réseaux de transport, technologie, territoire, transport fluvial, navigation fluviale","-","-","-","-","-","-","-","-","-","-","-","-","-","-","biologie, biologie^autoécologie, biologie^autoécologie^territoire, biologie^biosphère, biologie^biosphère^écologie, biologie^biosphère^écologie^autoécologie, biologie^biosphère^écologie^autoécologie^territoire, biologie^sciences de la vie, biologie^sciences de la vie^écologie, biologie^sciences de la vie^écologie^autoécologie, biologie^sciences de la vie^écologie^autoécologie^territoire, biologie^territoire, biologie^écologie, biologie^écologie^autoécologie, biologie^écologie^autoécologie^territoire, commerce, services, commerce, services^transport, commerce, services^transport fluvial, commerce, services^transport fluvial^transport fluvial, commerce, services^transport^transport par voies navigables, commerce, services^transport^transport par voies navigables^transport fluvial, commerce, services^transport^transport par voies navigables^transport fluvial^transport fluvial, eau, eau^navigation, eau^navigation fluviale, eau^navigation^navigation fluviale, eau^trafic fluvial, eau^trafic fluvial^navigation, eau^trafic fluvial^navigation^navigation fluviale, eau^transport fluvial, eau^transport fluvial^transport fluvial, eau^transport par voies navigables, eau^transport par voies navigables^transport fluvial, eau^transport par voies navigables^transport fluvial^transport fluvial, industrie, industrie^technologie, recherche, recherche^science, recherche^science^sciences naturelles, recherche^science^sciences naturelles^sciences de la vie, recherche^science^sciences naturelles^sciences de la vie^écologie, recherche^science^sciences naturelles^sciences de la vie^écologie^autoécologie, recherche^science^sciences naturelles^sciences de la vie^écologie^autoécologie^territoire, recherche^sciences de la vie, recherche^sciences de la vie^écologie, recherche^sciences de la vie^écologie^autoécologie, recherche^sciences de la vie^écologie^autoécologie^territoire, recherche^sciences naturelles, recherche^sciences naturelles^sciences de la vie, recherche^sciences naturelles^sciences de la vie^écologie, recherche^sciences naturelles^sciences de la vie^écologie^autoécologie, recherche^sciences naturelles^sciences de la vie^écologie^autoécologie^territoire, recherche^écologie, recherche^écologie^autoécologie, recherche^écologie^autoécologie^territoire, transport, transport^navigation, transport^navigation fluviale, transport^navigation^navigation fluviale, transport^trafic, transport^trafic fluvial, transport^trafic fluvial^navigation, transport^trafic fluvial^navigation^navigation fluviale, transport^trafic^trafic fluvial, transport^trafic^trafic fluvial^navigation, transport^trafic^trafic fluvial^navigation^navigation fluviale, transport^transport, transport^transport fluvial, transport^transport fluvial^transport fluvial, transport^transport par voies navigables, transport^transport par voies navigables^transport fluvial, transport^transport par voies navigables^transport fluvial^transport fluvial, transport^transport^transport par voies navigables, transport^transport^transport par voies navigables^transport fluvial, transport^transport^transport par voies navigables^transport fluvial^transport fluvial, zones naturelles, paysages, écosystèmes, zones naturelles, paysages, écosystèmes^territoire","technologie, territoire, transport fluvial, navigation fluviale","-","-","-","-","-","Réseaux de transport","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jul 6, 2016 @ 11:54:21.000","{
  ""coordinates"": [
    5.1635740000000006,
    45.5896085
  ],
  ""type"": ""Point""
}",zabr,"Gilles Armani Consultant","-","04a3dd77-a5d7-4526-b1ca-41c0ae5819fa","Le baromètre du fleuve, Les chasses du Rhône, 2012","Test Workflow","Finalisé","Société","Droit d’auteur / Droit moral (copyright)","Jeu de données","-","-","-","-","-","-","Services d'utilité publique et services publics, cadre de vie, boue activée, perception de l'environnement, pollution transfrontalière, territoire","-","-","-","-","-","-","-","-","-","-","-","-","-","-","air, air^pollution transfrontalière, aspects sociaux, population, aspects sociaux, population^cadre de vie, aspects sociaux, population^comportement social, aspects sociaux, population^comportement social^condition sociale, aspects sociaux, population^comportement social^condition sociale^cadre de vie, aspects sociaux, population^condition sociale, aspects sociaux, population^condition sociale^cadre de vie, aspects sociaux, population^conscience environnementale, aspects sociaux, population^conscience environnementale^perception de l'environnement, aspects sociaux, population^perception de l'environnement, aspects sociaux, population^société (humaine), aspects sociaux, population^société (humaine)^comportement social, aspects sociaux, population^société (humaine)^comportement social^condition sociale, aspects sociaux, population^société (humaine)^comportement social^condition sociale^cadre de vie, biologie, biologie^autoécologie, biologie^autoécologie^territoire, biologie^biosphère, biologie^biosphère^écologie, biologie^biosphère^écologie^autoécologie, biologie^biosphère^écologie^autoécologie^territoire, biologie^sciences de la vie, biologie^sciences de la vie^écologie, biologie^sciences de la vie^écologie^autoécologie, biologie^sciences de la vie^écologie^autoécologie^territoire, biologie^territoire, biologie^écologie, biologie^écologie^autoécologie, biologie^écologie^autoécologie^territoire, déchets, déchets^boue activée, déchets^traitement des boues, déchets^traitement des boues^boue activée, déchets^traitement des déchets, déchets^traitement des déchets^traitement des boues, déchets^traitement des déchets^traitement des boues^boue activée, eau, eau^boue activée, eau^pollution transfrontalière, eau^surcharge, eau^surcharge^traitement des déchets, eau^surcharge^traitement des déchets^traitement des boues, eau^surcharge^traitement des déchets^traitement des boues^boue activée, eau^traitement des boues, eau^traitement des boues^boue activée, généralités, généralités^cadre de vie, industrie, industrie^traitement des déchets, industrie^traitement des déchets^traitement des boues, industrie^traitement des déchets^traitement des boues^boue activée, politique environnementale, politique environnementale^conscience environnementale, politique environnementale^conscience environnementale^perception de l'environnement, politique environnementale^perception de l'environnement, pollution, pollution^boue activée, pollution^pollution, pollution^pollution de l'environnement, pollution^pollution de l'environnement^pollution transfrontalière, pollution^pollution transfrontalière, pollution^pollution^pollution de l'environnement, pollution^pollution^pollution de l'environnement^pollution transfrontalière, recherche, recherche^science, recherche^science^sciences naturelles, recherche^science^sciences naturelles^sciences de la vie, recherche^science^sciences naturelles^sciences de la vie^écologie, recherche^science^sciences naturelles^sciences de la vie^écologie^autoécologie, recherche^science^sciences naturelles^sciences de la vie^écologie^autoécologie^territoire, recherche^sciences de la vie, recherche^sciences de la vie^écologie, recherche^sciences de la vie^écologie^autoécologie, recherche^sciences de la vie^écologie^autoécologie^territoire, recherche^sciences naturelles, recherche^sciences naturelles^sciences de la vie, recherche^sciences naturelles^sciences de la vie^écologie, recherche^sciences naturelles^sciences de la vie^écologie^autoécologie, recherche^sciences naturelles^sciences de la vie^écologie^autoécologie^territoire, recherche^écologie, recherche^écologie^autoécologie, recherche^écologie^autoécologie^territoire, sol, sol^surcharge, sol^surcharge^traitement des déchets, sol^surcharge^traitement des déchets^traitement des boues, sol^surcharge^traitement des déchets^traitement des boues^boue activée, zones naturelles, paysages, écosystèmes, zones naturelles, paysages, écosystèmes^territoire","cadre de vie, boue activée, perception de l'environnement, pollution transfrontalière, territoire","-","-","-","-","-","Services d'utilité publique et services publics","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Jul 6, 2016 @ 11:43:21.000","{
  ""coordinates"": [
    -1.5751650000000001,
    48.513841
  ],
  ""type"": ""Point""
}","zaar, all, intranet","ECOBIO UMR 6553 CNRS Université de Rennes 1","-","2830bf88-e927-4447-adc5-a1e546a2559a","Relevés de banques de graines en prairies temporaires (Pleine-Fougères, 2016) - Zone Atelier Armorique ZAAr","Test Workflow","En cours de création","Biologie, faune et flore, Environnement",Restreint,"Jeu de données","-",Ecologie,"-","-","-","-","Flore, Paysage, Prairies, Habitats et biotopes, Occupation des terres, Répartition des espèces","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Habitats et biotopes, Occupation des terres, Répartition des espèces","-","-","-","-","-","-",Ecologie,"-","-","-","Flore, Paysage, Prairies","-","-","-","-","-","-","-","-"
"Jul 6, 2016 @ 10:49:02.000","{
  ""coordinates"": [
    -1.8493655,
    48.2949375
  ],
  ""type"": ""Point""
}","zaar, all, intranet","ECOBIO UMR 6553 CNRS Université de Rennes 1, ECOBIO UMR 6553 CNRS Université de Rennes 1","-","0d6f1963-cd5c-408e-b570-69090c846920","Mesure de la cinétique de décomposition de litière (Forêt de Villecartier, 2016) - Zone Atelier Armorique ZAAr","Test Workflow","En cours de création","Biologie, faune et flore",Restreint,"Jeu de données","-","-","-","-","-","-","écologie fonctionnelle, écologie chimique, matière organique particulaire (MOP), Habitats et biotopes, donnée environnementale, écologie, milieu terrestre","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","donnée environnementale, écologie, milieu terrestre","-","-","-","-","-","Habitats et biotopes","-","-","-","-","-","-","-","-","-","-","écologie fonctionnelle, écologie chimique, matière organique particulaire (MOP)","-","-","-","-","-","-","-","-"
"Jul 6, 2016 @ 10:42:23.000","{
  ""coordinates"": [
    -1.65802,
    48.109708
  ],
  ""type"": ""Point""
}","zaar, all, intranet","ECOBIO UMR 6553 CNRS Université de Rennes 1","-","21939e5a-ad12-4134-8d97-124c5fe59f19","Mesures de réponse à la repasse sur les passereaux (Rennes Métropole, 2016) - Zone Atelier Armorique ZAAr","Test Workflow","Finalisé","Biologie, faune et flore","Autres restrictions","Carte, Jeu de données","-","écologie du paysage, écologie urbaine, écologie","-","-","-","-","oiseau, paysage, urbain, ville, territoire, espèce, écologie, comportement, biodiversité, mouvement, Habitats et biotopes, Installations de suivi environnemental, Répartition des espèces","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Habitats et biotopes, Installations de suivi environnemental, Répartition des espèces","-","-","-","-","-","-","écologie du paysage, écologie urbaine, écologie","-","-","-","oiseau, paysage, urbain, ville, territoire, espèce, écologie, comportement, biodiversité, mouvement","-","-","-","-","-","-","-","-"
"Jul 6, 2016 @ 10:42:13.000","{
  ""coordinates"": [
    -1.585007,
    48.4600765
  ],
  ""type"": ""Point""
}","zaar, all, intranet","ECOBIO UMR 6553 CNRS Université de Rennes 1, ECOBIO UMR 6553 CNRS Université de Rennes 1","-","b1c0ec4f-3f30-49e6-9cb6-aff85c065704","Relevés floristiques en prairies (Pleine-Fougères, 2016) - Zone Atelier Armorique ZAAr","Test Workflow","En cours de création","Biologie, faune et flore",Licence,"Jeu de données","-","Communautés végétales, Relevés floristiques","-",Prairies,"-","Chronoséquence","Usage des sols, Répartition des espèces, Occupation des terres, Habitats et biotopes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Usage des sols, Répartition des espèces, Occupation des terres, Habitats et biotopes","-","-","-","-","-","-","Communautés végétales, Relevés floristiques",Prairies,"-","Chronoséquence","-","-","-","-","-","-","-","-","-"
"Jul 6, 2016 @ 10:41:41.000","{
  ""coordinates"": [
    -1.5787594999999999,
    48.51378
  ],
  ""type"": ""Point""
}","zaar, all, intranet","BAGAP UMR 0980 INRAE Agrocampus Ouest ESA, Zone Atelier Armorique (ZAAr)","-","4850372f-5fd6-47ed-9246-1794c4d0e243","Relevés floristiques en bordures de champs (Pleine-Fougères, 2015) - Zone Atelier Armorique ZAAr","Test Workflow","Finalisé","Biologie, faune et flore",Restreint,"Jeu de données","-","écologie, écologie du paysage","-","-","-","-","flore, bordure de champ, mini-réseau, Répartition des espèces, Habitats et biotopes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Répartition des espèces, Habitats et biotopes","-","-","-","-","-","-","écologie, écologie du paysage","-","-","-","flore, bordure de champ, mini-réseau","-","-","-","-","-","-","-","-"
"Jul 6, 2016 @ 10:41:41.000","{
  ""coordinates"": [
    -1.622543,
    48.457867500000006
  ],
  ""type"": ""Point""
}","zaar, all, intranet","ECOBIO UMR 6553 CNRS Université de Rennes 1","-","f1de8266-6099-40d6-83c5-f40eb676e9d2","Relevés de vers de terre en prairies (Pleine-Fougères, 2016) - Zone Atelier Armorique ZAAr","Test Workflow","En cours de création","Biologie, faune et flore",Restreint,"Jeu de données","-",Ecologie,"-","Pleine-Fougères","-","-","Communautés lombriciennes, Prairie, vers de terre, gradient âge, Habitats et biotopes, Répartition des espèces","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Habitats et biotopes, Répartition des espèces","-","-","-","-","-","-",Ecologie,"Pleine-Fougères","-","-","Communautés lombriciennes, Prairie, vers de terre, gradient âge","-","-","-","-","-","-","-","-"
"Jul 6, 2016 @ 10:41:30.000","{
  ""coordinates"": [
    -1.5751650000000001,
    48.513841
  ],
  ""type"": ""Point""
}","zaar, all, intranet","ECOBIO UMR 6553 CNRS Université de Rennes 1","-","547c7051-ad0d-49e2-996e-a938eb7cf217","Relevés floristiques en prairies temporaires (Pleine-Fougères, 2016) - Zone Atelier Armorique ZAAr","Test Workflow","En cours de création","Biologie, faune et flore","Droit d’auteur / Droit moral (copyright)","Jeu de données","-",Ecologie,"-","-","-","-","Flore, Paysage, Prairies, Occupation des terres, Répartition des espèces, Habitats et biotopes","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Occupation des terres, Répartition des espèces, Habitats et biotopes","-","-","-","-","-","-",Ecologie,"-","-","-","Flore, Paysage, Prairies","-","-","-","-","-","-","-","-"
"Jul 6, 2016 @ 10:41:29.000","{
  ""coordinates"": [
    -1.75,
    48.25
  ],
  ""type"": ""Point""
}","zaar, all, intranet","Zone Atelier Armorique (ZAAr)","-","85701a02-277b-4b73-9d8b-69f7d83bf515","Relevés des émissions de Composés Organiques Volatiles par les sols de prairies (Pleine-Fougères, 2015) - Zone Atelier Armorique ZAAr","Test Workflow","Mise à jour continue",Environnement,Restreint,"Jeu de données","-","Ecologie du sol, Microbiologie, Physico-chimie atmosphérique","-","-","-","-","Composées Organiques Volatiles, Usage des sols, Sols, Conditions atmosphériques","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Usage des sols, Sols, Conditions atmosphériques","-","-","-","-","-","-","Ecologie du sol, Microbiologie, Physico-chimie atmosphérique","-","-","-","Composées Organiques Volatiles","-","-","-","-","-","-","-","-"
